,age,c_weight,course,date,field,gender,head_count,horse_name,j_weight,jackie,odds,popu,race,race_name,rank,trainerA,trainerB,weight,year
20080101081106,5,+4,芝1500m,9/7(日),札幌,セ,12頭,アサクサブラボー,52.0,荻野琢,52.4,9,11R,摩周湖特別,7,美浦,戸田,496,2008.0
20080101081107,5,-4,芝1500m,9/7(日),札幌,牝,12頭,スパニッシュソウル,53.0,秋山,9.7,5,11R,摩周湖特別,8,栗東,中尾秀,470,2008.0
20080101081108,6,-8,芝1500m,9/7(日),札幌,牡,12頭,アサクササンジャ,53.0,松田,92.1,10,11R,摩周湖特別,9,美浦,加藤征,518,2008.0
20080101081109,4,+2,芝1500m,9/7(日),札幌,牡,12頭,マイグッドフェロー,50.0,丸田,159.9,11,11R,摩周湖特別,10,美浦,浅野,448,2008.0
20080101081110,6,-8,芝1500m,9/7(日),札幌,牡,12頭,クリノトップオー,50.0,大野,176.3,12,11R,摩周湖特別,11,美浦,内藤,446,2008.0
20080101081111,4,-6,芝1500m,9/7(日),札幌,牝,12頭,ヒシアスペン,52.0,郷原,48.7,8,11R,摩周湖特別,12,栗東,佐山,484,2008.0
20080101081200,3,+2,芝1800m,9/7(日),札幌,牝,14頭,グラーフ,49.0,▲丸田,2.8,1,12R,３歳上５００万下,1,栗東,田所秀,480,2008.0
20080101081201,6,+8,芝1800m,9/7(日),札幌,牡,14頭,アドマイヤサンサン,57.0,安藤勝,3.2,2,12R,３歳上５００万下,2,栗東,友道,490,2008.0
20080101081202,4,0,芝1800m,9/7(日),札幌,牡,14頭,テンジンニチオー,57.0,菊沢,29.6,9,12R,３歳上５００万下,3,美浦,松山康,450,2008.0
20080101081203,3,-2,芝1800m,9/7(日),札幌,牡,14頭,オブコース,53.0,☆的場,11.0,4,12R,３歳上５００万下,4,栗東,飯田雄,418,2008.0
20080101081204,4,+6,芝1800m,9/7(日),札幌,牡,14頭,ファートゥム,56.0,☆北村友,17.9,7,12R,３歳上５００万下,5,栗東,飯田雄,456,2008.0
20080101081205,4,+10,芝1800m,9/7(日),札幌,牝,14頭,フィフスアベニュー,52.0,▲荻野琢,41.2,11,12R,３歳上５００万下,6,栗東,清水出,510,2008.0
20080101081206,4,+6,芝1800m,9/7(日),札幌,牝,14頭,ロイヤルメルヘン,55.0,長谷川,88.9,12,12R,３歳上５００万下,7,美浦,中野栄,504,2008.0
20080101081207,4,+10,芝1800m,9/7(日),札幌,牡,14頭,ロンシャンステージ,57.0,佐々国,123.0,14,12R,３歳上５００万下,8,美浦,二本柳,466,2008.0
20080101081208,3,0,芝1800m,9/7(日),札幌,牡,14頭,パッセジャーレ,54.0,古川,16.8,6,12R,３歳上５００万下,9,栗東,中竹,526,2008.0
20080101081209,3,+8,芝1800m,9/7(日),札幌,牡,14頭,エスジービンゴ,54.0,千田,21.3,8,12R,３歳上５００万下,10,栗東,藤岡範,486,2008.0
20080101081210,3,-4,芝1800m,9/7(日),札幌,牡,14頭,グリフィス,54.0,武幸,13.9,5,12R,３歳上５００万下,11,栗東,浅見,440,2008.0
20080101081211,4,-8,芝1800m,9/7(日),札幌,牡,14頭,プライドイズハート,57.0,津村,117.1,13,12R,３歳上５００万下,12,美浦,伊藤伸,500,2008.0
20080101081212,5,+4,芝1800m,9/7(日),札幌,牡,14頭,ロイバーブリング,57.0,大野,30.0,10,12R,３歳上５００万下,13,美浦,伊藤伸,480,2008.0
20080101081213,5,+12,芝1800m,9/7(日),札幌,牡,14頭,メジロマシューズ,56.0,☆三浦,7.6,3,12R,３歳上５００万下,14,栗東,池江郎,478,2008.0
20080102010100,2,-4,芝1200m,9/13(土),札幌,牡,8頭,ヒカルジョディー,54.0,秋山,8.8,3,1R,２歳未勝利,1,栗東,中尾秀,466,2008.0
20080102010101,2,+4,芝1200m,9/13(土),札幌,牝,8頭,メジロマリアン,54.0,横山典,1.3,1,1R,２歳未勝利,2,美浦,高木,476,2008.0
20080102010102,2,-4,芝1200m,9/13(土),札幌,牡,8頭,コリコパット,54.0,藤田,17.1,5,1R,２歳未勝利,3,美浦,武藤,440,2008.0
20080102010103,2,+2,芝1200m,9/13(土),札幌,牝,8頭,フレアリングローズ,54.0,郷原,27.0,6,1R,２歳未勝利,4,美浦,本郷,462,2008.0
20080102010104,2,-12,芝1200m,9/13(土),札幌,牝,8頭,ケージーカンザクラ,54.0,岩田,6.6,2,1R,２歳未勝利,5,美浦,水野,434,2008.0
20080102010105,2,-10,芝1200m,9/13(土),札幌,牡,8頭,プロウスト,53.0,☆田中博,93.5,7,1R,２歳未勝利,6,美浦,高松,470,2008.0
20080102010106,2,-10,芝1200m,9/13(土),札幌,牝,8頭,マッキーアイアン,54.0,梶,138.6,8,1R,２歳未勝利,7,栗東,梅田康,436,2008.0
20080102010107,2,-6,芝1200m,9/13(土),札幌,牝,8頭,キタサンオリュウ,54.0,福永,15.4,4,1R,２歳未勝利,8,美浦,中野渡,480,2008.0
20080102010200,3,+4,ダ1000m,9/13(土),札幌,牝,12頭,アメリカンヒロイン,54.0,津村,3.3,2,2R,３歳未勝利,1,美浦,石栗,458,2008.0
20080102010201,3,+6,ダ1000m,9/13(土),札幌,牝,12頭,バードダムール,54.0,鈴来,3.2,1,2R,３歳未勝利,2,美浦,大和田,450,2008.0
20080102010202,3,-14,ダ1000m,9/13(土),札幌,牝,12頭,グレイスシチー,54.0,藤岡佑,5.0,3,2R,３歳未勝利,3,栗東,作田,494,2008.0
20080102010203,3,+4,ダ1000m,9/13(土),札幌,セ,12頭,サウスジャック,56.0,中舘,5.1,4,2R,３歳未勝利,4,美浦,武藤,474,2008.0
20080102010204,3,-4,ダ1000m,9/13(土),札幌,牡,12頭,オンワードシュネル,56.0,郷原,105.6,11,2R,３歳未勝利,5,美浦,保田,504,2008.0
20080102010205,3,-12,ダ1000m,9/13(土),札幌,牡,12頭,ペペ,56.0,大野,54.0,8,2R,３歳未勝利,6,美浦,鈴木勝,452,2008.0
20080102010206,3,+4,ダ1000m,9/13(土),札幌,牡,12頭,マンテンテイオー,56.0,北村浩,92.8,10,2R,３歳未勝利,7,栗東,鹿戸明,470,2008.0
20080102010207,3,-4,ダ1000m,9/13(土),札幌,牝,12頭,ウエスタンサマンサ,54.0,長谷川,84.9,9,2R,３歳未勝利,8,美浦,斎藤宏,460,2008.0
20080102010208,3,+8,ダ1000m,9/13(土),札幌,牝,12頭,クロスピレッテ,54.0,秋山,19.7,6,2R,３歳未勝利,9,栗東,増本,480,2008.0
20080102010209,3,0,ダ1000m,9/13(土),札幌,牝,12頭,トーセンクレスト,54.0,千田,10.1,5,2R,３歳未勝利,10,美浦,鹿戸雄,450,2008.0
20080102010210,3,+12,ダ1000m,9/13(土),札幌,牝,12頭,チェスナットシチー,54.0,和田,24.2,7,2R,３歳未勝利,11,栗東,崎山,452,2008.0
20080102010211,3,+4,ダ1000m,9/13(土),札幌,牝,12頭,ジーティーアンティ,54.0,武幸,132.5,12,2R,３歳未勝利,12,栗東,中村,414,2008.0
20080102010300,3,-8,ダ1700m,9/13(土),札幌,牝,10頭,ローマンブリッジ,51.0,▲荻野琢,5.2,2,3R,３歳未勝利,1,栗東,音無,420,2008.0
20080102010301,3,+6,ダ1700m,9/13(土),札幌,牝,10頭,アルカイクスマイル,54.0,古川,11.1,4,3R,３歳未勝利,2,栗東,藤原英,446,2008.0
20080102010302,3,+4,ダ1700m,9/13(土),札幌,牝,10頭,アクトオンザターフ,54.0,武豊,1.4,1,3R,３歳未勝利,3,美浦,久保田,452,2008.0
20080102010303,3,+2,ダ1700m,9/13(土),札幌,牝,10頭,プルチェラ,53.0,☆北村友,22.5,6,3R,３歳未勝利,4,栗東,岡田,446,2008.0
20080102010304,3,-18,ダ1700m,9/13(土),札幌,牝,10頭,メジロジャスミン,54.0,横山典,24.2,7,3R,３歳未勝利,5,美浦,粕谷,454,2008.0
20080102010305,3,+2,ダ1700m,9/13(土),札幌,牝,10頭,スピードローレル,51.0,▲丸田,19.5,5,3R,３歳未勝利,6,美浦,相沢,472,2008.0
20080102010306,3,-2,ダ1700m,9/13(土),札幌,牝,10頭,アドマイヤジョイ,53.0,☆的場,10.0,3,3R,３歳未勝利,7,美浦,的場,466,2008.0
20080102010307,3,0,ダ1700m,9/13(土),札幌,牝,10頭,マイディアダーリン,54.0,河北,163.2,9,3R,３歳未勝利,8,栗東,小野,488,2008.0
20080102010308,3,+6,ダ1700m,9/13(土),札幌,牝,10頭,ブライティアラック,54.0,梶,272.2,10,3R,３歳未勝利,9,美浦,鈴木康,436,2008.0
20080102010309,3,+10,ダ1700m,9/13(土),札幌,牝,10頭,ナリタワカバ,54.0,竹之下,64.7,8,3R,３歳未勝利,10,栗東,小野,524,2008.0
20080102010400,3,0,芝1200m,9/13(土),札幌,牝,15頭,ハギノハーセルフ,54.0,安藤勝,1.6,1,4R,３歳未勝利,1,栗東,鮫島,470,2008.0
20080102010401,3,-6,芝1200m,9/13(土),札幌,牝,15頭,アイラシンガー,54.0,岩田,7.6,3,4R,３歳未勝利,2,美浦,堀,474,2008.0
20080102010402,3,+6,芝1200m,9/13(土),札幌,牝,15頭,リオ,53.0,☆的場,9.2,4,4R,３歳未勝利,3,美浦,的場,474,2008.0
20080102010403,3,-6,芝1200m,9/13(土),札幌,牝,15頭,インディゴライト,53.0,☆三浦,37.7,7,4R,３歳未勝利,4,美浦,手塚,472,2008.0
20080102010404,3,-6,芝1200m,9/13(土),札幌,牝,15頭,コスモドリーミン,54.0,大野,27.2,6,4R,３歳未勝利,5,美浦,平井,406,2008.0
20080102010405,3,-6,芝1200m,9/13(土),札幌,牡,15頭,ペプチドラヴ,53.0,▲丸田,38.1,8,4R,３歳未勝利,6,美浦,岩戸,476,2008.0
20080102010406,3,+6,芝1200m,9/13(土),札幌,牝,15頭,スズカビーナス,54.0,宮崎光,151.5,11,4R,３歳未勝利,7,美浦,柄崎,398,2008.0
20080102010407,3,+2,芝1200m,9/13(土),札幌,牡,15頭,セイウンベルテンポ,56.0,和田,41.2,9,4R,３歳未勝利,8,栗東,宮本,508,2008.0
20080102010408,3,+2,芝1200m,9/13(土),札幌,牡,15頭,コスモコンテンダー,56.0,津村,10.4,5,4R,３歳未勝利,9,美浦,平井,488,2008.0
20080102010409,3,-12,芝1200m,9/13(土),札幌,牡,15頭,トップザビール,54.0,福永,7.1,2,4R,３歳未勝利,10,栗東,森,458,2008.0
20080102010410,3,-6,芝1200m,9/13(土),札幌,牝,15頭,ホワイトカラー,53.0,☆田中博,136.7,10,4R,３歳未勝利,11,美浦,戸田,426,2008.0
20080102010411,3,-2,芝1200m,9/13(土),札幌,牡,15頭,スーパーセイバー,53.0,▲荻野琢,294.3,14,4R,３歳未勝利,12,栗東,矢作,476,2008.0
20080102010412,3,-2,芝1200m,9/13(土),札幌,牝,15頭,テイクシックス,51.0,▲大江原,152.7,12,4R,３歳未勝利,13,美浦,天間,452,2008.0
20080102010413,3,-2,芝1200m,9/13(土),札幌,牝,15頭,ソソノ,54.0,桑村真,303.2,15,4R,３歳未勝利,14,美浦,柄崎,510,2008.0
20080102010414,3,+40,芝1200m,9/13(土),札幌,牝,15頭,ファイナルヘヴン,54.0,池添,160.8,13,4R,３歳未勝利,15,栗東,佐山,436,2008.0
20080102010500,2,0,ダ1700m,9/13(土),札幌,牡,13頭,ナムラカイシュウ,54.0,武英,4.6,2,5R,２歳新馬,1,栗東,目野,498,2008.0
20080102010501,2,0,ダ1700m,9/13(土),札幌,牡,13頭,ジョーカプチーノ,54.0,武豊,1.5,1,5R,２歳新馬,2,栗東,中竹,500,2008.0
20080102010502,2,0,ダ1700m,9/13(土),札幌,牝,13頭,ブレンダ,54.0,岩田,10.2,3,5R,２歳新馬,3,栗東,松田国,448,2008.0
20080102010503,2,0,ダ1700m,9/13(土),札幌,牡,13頭,ペプチドハリケーン,54.0,藤田,13.3,4,5R,２歳新馬,4,栗東,境直,466,2008.0
20080102010504,2,0,ダ1700m,9/13(土),札幌,牡,13頭,ボストンレッド,54.0,津村,43.2,8,5R,２歳新馬,5,美浦,鈴木伸,536,2008.0
20080102010505,2,0,ダ1700m,9/13(土),札幌,牡,13頭,マルブツワーキング,54.0,村田,38.0,7,5R,２歳新馬,6,栗東,中尾秀,476,2008.0
20080102010506,2,0,ダ1700m,9/13(土),札幌,牡,13頭,アットブレス,54.0,松田,24.7,6,5R,２歳新馬,7,栗東,昆,466,2008.0
20080102010507,2,0,ダ1700m,9/13(土),札幌,牡,13頭,リニアラピート,54.0,古川,48.0,9,5R,２歳新馬,8,美浦,小桧山,496,2008.0
20080102010508,2,0,ダ1700m,9/13(土),札幌,牡,13頭,スグリワ,54.0,長谷川,125.0,11,5R,２歳新馬,9,美浦,粕谷,462,2008.0
20080102010509,2,0,ダ1700m,9/13(土),札幌,牡,13頭,ジャンジャン,54.0,田面木,131.9,12,5R,２歳新馬,10,美浦,高松,480,2008.0
20080102010510,2,0,ダ1700m,9/13(土),札幌,牝,13頭,ジーシーベン,54.0,千田,19.4,5,5R,２歳新馬,11,美浦,小西,476,2008.0
20080102010511,2,0,ダ1700m,9/13(土),札幌,牡,13頭,テンブレイク,54.0,藤岡佑,105.9,10,5R,２歳新馬,12,美浦,中野栄,490,2008.0
20080102010512,2,0,ダ1700m,9/13(土),札幌,牡,13頭,ブロスオブアボーイ,53.0,☆田中博,145.0,13,5R,２歳新馬,13,美浦,高木,470,2008.0
20080102010600,3,+4,ダ2400m,9/13(土),札幌,牡,12頭,ラプレ,53.0,☆田中博,68.5,11,6R,３歳上５００万下,1,地方,米川昇,474,2008.0
20080102010601,5,-10,ダ2400m,9/13(土),札幌,牡,12頭,グレッグスリズム,56.0,☆北村友,80.5,12,6R,３歳上５００万下,2,美浦,和田,470,2008.0
20080102010602,5,+10,ダ2400m,9/13(土),札幌,牡,12頭,ウォークライ,57.0,武幸,9.5,5,6R,３歳上５００万下,3,栗東,増本,542,2008.0
20080102010603,6,+8,ダ2400m,9/13(土),札幌,牡,12頭,クリスタルバッハ,57.0,菊沢,36.0,9,6R,３歳上５００万下,4,美浦,高松,484,2008.0
20080102010604,4,0,ダ2400m,9/13(土),札幌,牡,12頭,トップモンジュー,57.0,横山典,7.5,4,6R,３歳上５００万下,5,栗東,森,430,2008.0
20080102010605,4,+2,ダ2400m,9/13(土),札幌,牡,12頭,セイウンロデム,57.0,和田,5.2,3,6R,３歳上５００万下,6,栗東,宮本,492,2008.0
20080102010606,5,+4,ダ2400m,9/13(土),札幌,牡,12頭,ロングエンパイヤ,57.0,河北,16.3,7,6R,３歳上５００万下,7,栗東,小野,474,2008.0
20080102010607,3,+6,ダ2400m,9/13(土),札幌,牡,12頭,ブラックマスタング,54.0,池添,14.9,6,6R,３歳上５００万下,8,栗東,角居,524,2008.0
20080102010608,4,+6,ダ2400m,9/13(土),札幌,牡,12頭,マイネルアーバニタ,57.0,大野,2.7,1,6R,３歳上５００万下,9,美浦,佐藤吉,466,2008.0
20080102010609,3,+4,ダ2400m,9/13(土),札幌,牡,12頭,マッシヴエンペラー,54.0,芹沢,4.9,2,6R,３歳上５００万下,10,栗東,大橋,472,2008.0
20080102010610,4,-26,ダ2400m,9/13(土),札幌,牡,12頭,キングガイア,57.0,秋山,36.5,10,6R,３歳上５００万下,11,栗東,松永幹,504,2008.0
20080102010611,4,0,ダ2400m,9/13(土),札幌,牡,12頭,フィールドウイナー,54.0,▲荻野琢,27.1,8,6R,３歳上５００万下,中止,栗東,山内,520,2008.0
20080102010700,4,0,ダ1700m,9/13(土),札幌,牡,13頭,ギンギラギン,56.0,☆北村友,8.7,3,7R,３歳上５００万下,1,栗東,音無,490,2008.0
20080102010701,4,-6,ダ1700m,9/13(土),札幌,牡,13頭,ウォーターマーク,57.0,中舘,3.1,2,7R,３歳上５００万下,2,美浦,萩原,466,2008.0
20080102010702,4,0,ダ1700m,9/13(土),札幌,牡,13頭,マーベラスアロー,57.0,藤岡佑,18.0,6,7R,３歳上５００万下,3,栗東,岡田,482,2008.0
20080102010703,5,+2,ダ1700m,9/13(土),札幌,牡,13頭,インサイダー,56.0,☆的場,10.8,4,7R,３歳上５００万下,4,美浦,小林,502,2008.0
20080102010704,4,+4,ダ1700m,9/13(土),札幌,牡,13頭,シルクストライカー,57.0,柴原,18.5,7,7R,３歳上５００万下,5,栗東,目野,470,2008.0
20080102010705,3,+10,ダ1700m,9/13(土),札幌,牡,13頭,リフレックス,54.0,津村,22.1,9,7R,３歳上５００万下,6,美浦,鈴木伸,464,2008.0
20080102010706,3,-4,ダ1700m,9/13(土),札幌,牡,13頭,シャンパンファイト,54.0,池添,2.7,1,7R,３歳上５００万下,7,栗東,角居,502,2008.0
20080102010707,6,+4,ダ1700m,9/13(土),札幌,牡,13頭,ラガーチトセオー,57.0,安藤勝,13.0,5,7R,３歳上５００万下,8,栗東,大久龍,470,2008.0
20080102010708,3,+4,ダ1700m,9/13(土),札幌,牡,13頭,シュヴァーベン,51.0,▲丸田,27.5,10,7R,３歳上５００万下,9,美浦,上原,480,2008.0
20080102010709,5,-10,ダ1700m,9/13(土),札幌,牡,13頭,ロイバーエクセル,56.0,☆田中博,148.4,13,7R,３歳上５００万下,10,美浦,中川,456,2008.0
20080102010710,3,-2,ダ1700m,9/13(土),札幌,牡,13頭,ファイナルジャッジ,54.0,松田,29.6,11,7R,３歳上５００万下,11,栗東,五十嵐,460,2008.0
20080102010711,3,+6,ダ1700m,9/13(土),札幌,牡,13頭,ケイアイテイオー,54.0,武豊,21.7,8,7R,３歳上５００万下,12,美浦,伊藤圭,484,2008.0
20080102010712,6,-6,ダ1700m,9/13(土),札幌,牡,13頭,ワンダータイガー,57.0,岩田康,92.9,12,7R,３歳上５００万下,13,美浦,阿部,476,2008.0
20080102010800,3,+2,芝2000m,9/13(土),札幌,セ,16頭,タガノヴァレオ,54.0,秋山,4.6,3,8R,３歳上５００万下,1,栗東,中尾秀,500,2008.0
20080102010801,3,+10,芝2000m,9/13(土),札幌,牡,16頭,リノーンルーラー,54.0,和田,27.6,9,8R,３歳上５００万下,2,美浦,岩戸,486,2008.0
20080102010802,3,-8,芝2000m,9/13(土),札幌,牡,16頭,ナムラチェンジ,54.0,柴原,15.0,6,8R,３歳上５００万下,3,栗東,目野,464,2008.0
20080102010803,4,+6,芝2000m,9/13(土),札幌,牡,16頭,フミノパッション,57.0,長谷川,3.5,2,8R,３歳上５００万下,4,栗東,西浦,504,2008.0
20080102010804,5,0,芝2000m,9/13(土),札幌,牝,16頭,ホーリーミスト,55.0,大野,11.9,4,8R,３歳上５００万下,5,美浦,後藤,446,2008.0
20080102010805,3,0,芝2000m,9/13(土),札幌,牡,16頭,マイサイドキック,53.0,☆北村友,109.2,13,8R,３歳上５００万下,6,栗東,岩元,500,2008.0
20080102010806,3,+8,芝2000m,9/13(土),札幌,牡,16頭,オリエンス,51.0,▲荻野琢,105.0,12,8R,３歳上５００万下,7,栗東,新川,506,2008.0
20080102010807,3,+6,芝2000m,9/13(土),札幌,牝,16頭,ミフユ,52.0,宮崎光,52.4,10,8R,３歳上５００万下,8,栗東,目野,492,2008.0
20080102010808,4,-10,芝2000m,9/13(土),札幌,牝,16頭,サプライズユー,52.0,▲丸田,18.2,8,8R,３歳上５００万下,9,美浦,浅野,436,2008.0
20080102010809,3,-2,芝2000m,9/13(土),札幌,牝,16頭,ベスト,52.0,菊沢,216.5,16,8R,３歳上５００万下,10,美浦,沢,430,2008.0
20080102010810,4,0,芝2000m,9/13(土),札幌,牡,16頭,ターニングスワロー,57.0,藤岡佑,12.1,5,8R,３歳上５００万下,11,栗東,松永幹,514,2008.0
20080102010811,4,-6,芝2000m,9/13(土),札幌,牡,16頭,ヒドゥンアジェンダ,57.0,津村,131.6,14,8R,３歳上５００万下,12,美浦,武市,466,2008.0
20080102010812,3,-6,芝2000m,9/13(土),札幌,牝,16頭,シシャモフレンド,52.0,小原,166.8,15,8R,３歳上５００万下,13,栗東,小原,480,2008.0
20080102010813,4,-10,芝2000m,9/13(土),札幌,牡,16頭,タガノファントム,57.0,岩田,3.4,1,8R,３歳上５００万下,14,栗東,小原,460,2008.0
20080102010814,3,+6,芝2000m,9/13(土),札幌,牡,16頭,ライセンシー,54.0,藤田,18.1,7,8R,３歳上５００万下,15,美浦,大久洋,516,2008.0
20080102010815,3,+6,芝2000m,9/13(土),札幌,牡,16頭,スズカコング,54.0,芹沢,54.9,11,8R,３歳上５００万下,中止,栗東,橋田,460,2008.0
20080102010900,2,-2,芝1800m,9/13(土),札幌,牡,12頭,スズカワグナー,54.0,安藤勝,2.4,1,9R,コスモス賞,1,栗東,橋田,470,2008.0
20080102010901,2,0,芝1800m,9/13(土),札幌,牡,12頭,イグゼキュティヴ,54.0,三浦,7.3,3,9R,コスモス賞,2,地方,田部和,486,2008.0
20080102010902,2,-2,芝1800m,9/13(土),札幌,牡,12頭,マイネルエルフ,54.0,津村,3.7,2,9R,コスモス賞,3,美浦,鹿戸雄,486,2008.0
20080102010903,2,-6,芝1800m,9/13(土),札幌,牡,12頭,メジロチャンプ,54.0,中舘,11.8,6,9R,コスモス賞,4,美浦,伊藤圭,490,2008.0
20080102010904,2,-6,芝1800m,9/13(土),札幌,牝,12頭,モエレピンクレディ,54.0,小嶋久,100.9,12,9R,コスモス賞,5,地方,堂山芳,430,2008.0
20080102010905,2,-2,芝1800m,9/13(土),札幌,牡,12頭,ネコパンチ,54.0,松田,33.9,8,9R,コスモス賞,6,美浦,小林,454,2008.0
20080102010906,2,-6,芝1800m,9/13(土),札幌,牝,12頭,ツインダイヤ,54.0,桑村真,63.5,10,9R,コスモス賞,7,地方,佐久間,456,2008.0
20080102010907,2,+14,芝1800m,9/13(土),札幌,牡,12頭,スズノハミルトン,54.0,和田,7.9,4,9R,コスモス賞,8,栗東,五十嵐,488,2008.0
20080102010908,2,+6,芝1800m,9/13(土),札幌,牡,12頭,アラゴルン,54.0,岩田,29.4,7,9R,コスモス賞,9,地方,佐久間,442,2008.0
20080102010909,2,+4,芝1800m,9/13(土),札幌,牝,12頭,ディアジーナ,54.0,藤田,9.6,5,9R,コスモス賞,10,美浦,田村,472,2008.0
20080102010910,2,+2,芝1800m,9/13(土),札幌,牡,12頭,カール,54.0,古川,46.2,9,9R,コスモス賞,11,美浦,斎藤誠,482,2008.0
20080102010911,2,+4,芝1800m,9/13(土),札幌,牡,12頭,チョットゴメンナ,54.0,宮崎光,91.4,11,9R,コスモス賞,12,地方,堂山芳,486,2008.0
20080102011000,4,0,芝2000m,9/13(土),札幌,牝,16頭,アメジストリング,55.0,武幸,3.9,1,10R,ライラック賞,1,栗東,浅見,476,2008.0
20080102011001,5,+8,芝2000m,9/13(土),札幌,牡,16頭,サクセスガーウィン,52.0,大野,12.9,6,10R,ライラック賞,2,美浦,久保田,486,2008.0
20080102011002,5,-4,芝2000m,9/13(土),札幌,牡,16頭,マチカネゲンジ,55.0,横山典,5.5,3,10R,ライラック賞,3,美浦,藤沢和,496,2008.0
20080102011003,6,-6,芝2000m,9/13(土),札幌,牡,16頭,ダークフラッシュ,54.0,岩田,30.0,10,10R,ライラック賞,4,美浦,伊藤伸,472,2008.0
20080102011004,4,+4,芝2000m,9/13(土),札幌,牝,16頭,ステイトリーデイズ,52.0,三浦,8.8,4,10R,ライラック賞,5,栗東,加用,460,2008.0
20080102011005,7,+14,芝2000m,9/13(土),札幌,牡,16頭,エプソムアルテマ,52.0,津村,48.2,14,10R,ライラック賞,6,美浦,中野栄,490,2008.0
20080102011006,5,+4,芝2000m,9/13(土),札幌,牡,16頭,スズカダーク,56.0,中舘,16.2,8,10R,ライラック賞,7,栗東,武宏,474,2008.0
20080102011007,5,-8,芝2000m,9/13(土),札幌,牡,16頭,ダンシングボーイ,53.0,的場,19.9,9,10R,ライラック賞,8,美浦,的場,476,2008.0
20080102011008,6,+12,芝2000m,9/13(土),札幌,牡,16頭,セイウンビバーチェ,55.0,長谷川,42.2,13,10R,ライラック賞,9,栗東,田所秀,510,2008.0
20080102011009,6,+10,芝2000m,9/13(土),札幌,牡,16頭,ユメロマン,54.0,丸田,33.7,11,10R,ライラック賞,10,美浦,宗像,470,2008.0
